CFB_ID,Course_ID,Date,Course_Content,Practical_Learning,Course_Management,Course_Value,Course_Difficulty,Learning_Experience
CFB014420,C066,2025-07-29,3,4,4,4,2,4
CFB014421,C034,2025-07-29,5,4,4,4,4,4
CFB014422,C069,2025-07-29,2,2,4,3,3,5
CFB014423,C077,2025-07-29,2,4,4,4,3,4
CFB014424,C081,2025-07-29,5,5,5,4,5,3
CFB014425,C027,2025-07-29,5,3,4,5,3,4
CFB014426,C075,2025-07-29,5,4,4,3,4,3
CFB014427,C087,2025-07-29,3,4,4,5,4,3
CFB014428,C086,2025-07-29,5,4,4,5,3,5
CFB014429,C040,2025-07-29,4,3,3,4,3,2
CFB014430,C084,2025-07-30,5,5,5,4,5,3
CFB014431,C030,2025-07-30,5,5,4,4,2,4
CFB014432,C048,2025-07-30,3,3,3,3,2,2
CFB014433,C084,2025-07-30,5,5,4,4,3,5
CFB014434,C007,2025-07-30,4,5,4,4,2,4
CFB014435,C032,2025-07-30,5,5,5,4,4,4
CFB014436,C037,2025-07-30,5,4,4,5,4,5
CFB014437,C007,2025-07-30,4,4,4,4,2,3
CFB014438,C074,2025-07-30,5,3,5,5,2,5
CFB014439,C025,2025-07-30,5,5,4,4,4,4
CFB014440,C087,2025-07-30,5,5,4,3,4,5
CFB014441,C051,2025-07-31,5,3,3,5,2,4
CFB014442,C060,2025-07-31,3,4,5,4,3,3
CFB014443,C054,2025-07-31,5,5,4,5,4,5
CFB014444,C089,2025-07-31,5,3,4,4,3,1
CFB014445,C013,2025-08-01,4,3,3,3,3,4
CFB014446,C004,2025-08-01,4,5,3,5,4,4
CFB014447,C068,2025-08-01,5,4,4,3,1,4
CFB014448,C034,2025-08-01,5,4,3,4,3,3
CFB014449,C045,2025-08-01,3,5,4,3,2,4
CFB014450,C077,2025-08-01,4,4,2,3,2,4
CFB014451,C065,2025-08-01,5,4,4,4,4,5
CFB014452,C007,2025-08-01,3,4,4,4,4,3
CFB014453,C032,2025-08-01,4,4,4,5,1,2
CFB014454,C025,2025-08-01,5,5,5,5,5,3
CFB014455,C078,2025-08-02,4,3,4,3,2,4
CFB014456,C068,2025-08-02,5,4,3,5,3,4
CFB014457,C087,2025-08-02,5,4,3,4,3,4
CFB014458,C023,2025-08-02,5,4,4,4,2,4
CFB014459,C085,2025-08-02,4,3,4,5,4,3
CFB014460,C027,2025-08-02,3,4,4,4,5,3
CFB014461,C007,2025-08-02,5,4,4,5,2,5
CFB014462,C035,2025-08-02,3,3,3,4,3,2
CFB014463,C013,2025-08-02,3,3,5,4,4,4
CFB014464,C017,2025-08-02,4,4,3,4,3,5
CFB014465,C079,2025-08-02,5,3,3,3,2,4
CFB014466,C066,2025-08-03,4,5,4,4,4,3
CFB014467,C048,2025-08-03,5,5,4,3,3,5
CFB014468,C032,2025-08-03,2,3,3,5,2,5
CFB014469,C037,2025-08-03,4,5,4,5,4,5
CFB014470,C048,2025-08-03,3,3,3,5,4,4
CFB014471,C013,2025-08-03,4,4,3,3,3,5
CFB014472,C043,2025-08-03,5,5,5,4,3,5
CFB014473,C089,2025-08-04,5,3,4,4,4,4
CFB014474,C037,2025-08-04,4,3,4,5,3,3
CFB014475,C086,2025-08-04,3,3,5,5,3,4
CFB014476,C027,2025-08-04,3,4,4,3,4,4
CFB014477,C013,2025-08-04,4,2,4,4,3,5
CFB014478,C035,2025-08-04,2,4,1,4,4,4
CFB014479,C021,2025-08-04,3,3,5,3,2,4
CFB014480,C008,2025-08-04,4,4,4,4,5,5
CFB014481,C031,2025-08-04,5,3,3,3,3,3
CFB014482,C044,2025-08-05,2,4,3,4,4,3
CFB014483,C007,2025-08-05,2,2,4,2,4,2
CFB014484,C068,2025-08-05,3,5,5,3,2,4
CFB014485,C043,2025-08-05,4,3,3,4,1,5
CFB014486,C039,2025-08-05,5,2,5,4,4,5
CFB014487,C031,2025-08-05,4,4,3,4,2,4
CFB014488,C015,2025-08-05,3,4,4,5,4,4
CFB014489,C074,2025-08-05,5,4,2,4,4,2
CFB014490,C077,2025-08-05,3,5,5,4,5,4
CFB014491,C044,2025-08-05,5,5,5,5,3,4
CFB014492,C046,2025-08-05,2,2,3,4,4,3
CFB014493,C021,2025-08-06,4,5,5,5,5,3
CFB014494,C079,2025-08-06,3,4,4,4,5,3
CFB014495,C084,2025-08-06,3,4,4,5,4,2
CFB014496,C030,2025-08-06,4,3,5,4,1,4
CFB014497,C068,2025-08-06,3,2,4,3,2,3
CFB014498,C045,2025-08-06,5,2,3,4,3,3
CFB014499,C078,2025-08-06,4,5,3,4,5,4
CFB014500,C073,2025-08-06,5,4,3,4,4,4
CFB014501,C015,2025-08-06,2,5,3,2,4,4
CFB014502,C068,2025-08-06,5,4,4,3,3,2
CFB014503,C040,2025-08-06,5,4,5,5,4,5
CFB014504,C004,2025-08-07,3,2,4,5,4,5
CFB014505,C016,2025-08-07,4,3,3,3,2,3
CFB014506,C084,2025-08-07,3,4,4,4,4,4
CFB014507,C068,2025-08-07,2,3,4,4,2,4
CFB014508,C015,2025-08-07,4,4,5,5,2,4
CFB014509,C038,2025-08-07,5,4,3,4,3,4
CFB014510,C030,2025-08-07,4,4,3,4,1,3
CFB014511,C086,2025-08-07,4,4,5,4,3,5
CFB014512,C024,2025-08-07,5,5,3,3,4,4
CFB014513,C018,2025-08-07,4,2,3,3,4,3
CFB014514,C087,2025-08-08,4,4,3,5,2,5
CFB014515,C081,2025-08-08,4,4,5,5,3,4
CFB014516,C062,2025-08-08,3,5,5,5,3,4
CFB014517,C043,2025-08-08,5,5,4,5,3,5
CFB014518,C078,2025-08-09,4,3,3,5,2,4
CFB014519,C015,2025-08-09,4,5,4,5,4,4
CFB014520,C084,2025-08-09,4,4,5,4,4,3
CFB014521,C055,2025-08-09,4,5,3,4,4,4
CFB014522,C063,2025-08-09,4,4,3,4,3,3
CFB014523,C045,2025-08-09,5,5,5,5,3,5
CFB014524,C025,2025-08-09,5,4,5,4,3,5
CFB014525,C040,2025-08-09,4,4,3,5,5,4
CFB014526,C038,2025-08-09,5,3,4,4,2,4
CFB014527,C074,2025-08-10,5,4,4,4,4,3
CFB014528,C048,2025-08-10,4,3,4,5,2,2
CFB014529,C078,2025-08-10,4,3,3,3,2,3
CFB014530,C054,2025-08-10,3,4,4,5,2,2
CFB014531,C021,2025-08-10,3,4,3,4,3,3
CFB014532,C002,2025-08-10,2,3,4,5,3,4
CFB014533,C034,2025-08-10,4,4,3,4,4,5
CFB014534,C008,2025-08-10,4,3,3,4,3,4
CFB014535,C063,2025-08-10,4,5,5,3,5,5
CFB014536,C069,2025-08-11,5,5,4,5,1,3
CFB014537,C078,2025-08-11,2,4,3,3,3,4
CFB014538,C085,2025-08-11,4,4,4,2,3,5
CFB014539,C007,2025-08-11,5,3,5,4,3,4
CFB014540,C021,2025-08-11,4,3,5,3,3,5
CFB014541,C027,2025-08-11,4,5,2,3,2,3
CFB014542,C030,2025-08-12,3,2,4,3,4,4
CFB014543,C086,2025-08-12,5,5,5,4,4,5
CFB014544,C066,2025-08-12,4,4,4,4,3,3
CFB014545,C067,2025-08-12,4,4,4,3,3,5
CFB014546,C077,2025-08-12,5,4,5,4,3,3
CFB014547,C044,2025-08-12,5,5,5,5,3,5
CFB014548,C078,2025-08-12,4,4,4,5,5,4
CFB014549,C060,2025-08-12,4,5,4,5,4,4
CFB014550,C039,2025-08-12,5,3,2,4,3,4
CFB014551,C073,2025-08-13,4,5,2,4,3,5
CFB014552,C030,2025-08-13,4,4,5,3,3,4
CFB014553,C010,2025-08-13,4,4,4,4,3,4
CFB014554,C069,2025-08-13,4,5,4,4,3,4
CFB014555,C010,2025-08-13,5,5,4,5,2,5
CFB014556,C017,2025-08-14,5,4,4,5,4,5
CFB014557,C006,2025-08-14,3,4,4,5,3,5
CFB014558,C032,2025-08-14,2,3,3,2,3,2
CFB014559,C036,2025-08-14,5,4,4,4,2,4
CFB014560,C069,2025-08-14,4,4,5,4,2,4
CFB014561,C026,2025-08-14,4,4,5,3,4,5
CFB014562,C013,2025-08-14,3,5,4,3,1,3
CFB014563,C027,2025-08-14,3,5,3,4,4,4
CFB014564,C035,2025-08-14,3,3,5,5,3,4
CFB014565,C074,2025-08-14,5,3,4,5,2,4
CFB014566,C040,2025-08-14,4,3,4,4,4,3
CFB014567,C084,2025-08-14,3,5,4,5,5,3
CFB014568,C066,2025-08-15,5,5,5,5,4,3
CFB014569,C002,2025-08-15,5,4,3,4,3,5
CFB014570,C023,2025-08-15,2,2,5,5,2,4
CFB014571,C087,2025-08-15,5,3,4,5,3,5
CFB014572,C038,2025-08-15,5,2,5,4,2,5
CFB014573,C017,2025-08-15,4,3,4,3,3,5
CFB014574,C002,2025-08-16,5,4,5,5,3,4
CFB014575,C025,2025-08-16,4,4,5,5,3,5
CFB014576,C027,2025-08-16,5,3,4,4,3,2
CFB014577,C077,2025-08-16,4,3,4,4,4,5
CFB014578,C061,2025-08-16,5,5,5,3,3,4
CFB014579,C055,2025-08-16,4,4,5,5,3,4
CFB014580,C013,2025-08-16,4,3,4,4,3,4
CFB014581,C054,2025-08-16,4,4,4,4,3,2
CFB014582,C027,2025-08-17,4,4,3,4,4,5
CFB014583,C037,2025-08-17,4,4,3,4,3,4
CFB014584,C079,2025-08-17,3,5,4,3,3,4
CFB014585,C062,2025-08-17,3,3,5,5,4,3
CFB014586,C085,2025-08-17,4,4,2,3,2,4
CFB014587,C062,2025-08-17,3,5,5,5,2,4
CFB014588,C017,2025-08-17,4,4,5,5,3,4
CFB014589,C089,2025-08-17,5,4,3,4,1,4
CFB014590,C044,2025-08-18,4,4,4,4,1,4
CFB014591,C068,2025-08-18,3,4,5,3,3,4
CFB014592,C030,2025-08-18,4,4,4,4,3,4
CFB014593,C040,2025-08-18,3,3,3,4,5,2
CFB014594,C032,2025-08-18,3,2,5,4,2,4
CFB014595,C075,2025-08-18,5,5,5,5,4,5
CFB014596,C031,2025-08-18,5,5,4,4,3,4
CFB014597,C063,2025-08-18,4,3,2,3,2,3
CFB014598,C061,2025-08-18,4,3,4,5,5,4
CFB014599,C035,2025-08-18,5,4,5,3,2,3
CFB014600,C017,2025-08-18,4,3,5,5,1,5
CFB014601,C046,2025-08-18,3,2,3,4,3,3
CFB014602,C086,2025-08-19,3,3,3,4,4,4
CFB014603,C069,2025-08-19,2,4,4,4,4,4
CFB014604,C061,2025-08-19,4,5,5,3,4,4
CFB014605,C030,2025-08-19,5,5,4,4,4,4
CFB014606,C032,2025-08-19,4,4,3,5,5,5
CFB014607,C010,2025-08-19,4,2,2,3,5,2
CFB014608,C069,2025-08-19,2,4,4,3,3,3
CFB014609,C059,2025-08-19,5,4,3,5,1,5
CFB014610,C006,2025-08-19,5,4,4,4,2,2
CFB014611,C073,2025-08-19,5,5,4,5,4,5
CFB014612,C075,2025-08-19,3,4,3,3,2,4
CFB014613,C048,2025-08-20,5,4,4,5,4,4
CFB014614,C007,2025-08-20,3,3,4,3,3,3
CFB014615,C043,2025-08-20,3,3,4,2,3,4
CFB014616,C034,2025-08-20,4,3,5,3,2,3
CFB014617,C045,2025-08-20,5,4,4,5,2,4
CFB014618,C077,2025-08-20,4,2,4,4,2,5
CFB014619,C018,2025-08-20,5,4,4,4,2,3
CFB014620,C065,2025-08-20,4,4,4,4,2,5
CFB014621,C021,2025-08-20,3,5,5,2,1,4
CFB014622,C070,2025-08-20,5,5,5,5,4,4
CFB014623,C039,2025-08-20,3,4,3,5,5,4
CFB014624,C020,2025-08-20,5,5,5,3,2,3
CFB014625,C017,2025-08-21,5,5,4,4,4,5
CFB014626,C035,2025-08-21,5,3,4,4,3,4
CFB014627,C036,2025-08-21,3,3,5,5,5,5
CFB014628,C035,2025-08-21,4,2,4,4,2,4
CFB014629,C043,2025-08-21,4,4,4,5,5,5
CFB014630,C008,2025-08-21,5,3,5,5,3,4
CFB014631,C066,2025-08-21,3,3,4,3,5,2
CFB014632,C086,2025-08-21,4,3,4,5,4,4
CFB014633,C051,2025-08-21,5,4,5,3,3,5
CFB014634,C063,2025-08-22,5,3,5,5,4,3
CFB014635,C073,2025-08-22,5,4,5,5,3,4
CFB014636,C010,2025-08-22,4,2,2,4,2,3
CFB014637,C078,2025-08-22,5,1,3,3,3,3
CFB014638,C065,2025-08-22,3,4,4,5,4,3
CFB014639,C004,2025-08-22,3,4,4,3,4,4
CFB014640,C054,2025-08-22,4,3,5,5,3,5
CFB014641,C008,2025-08-22,3,3,4,4,5,4
CFB014642,C030,2025-08-23,3,3,5,3,4,3
CFB014643,C024,2025-08-23,4,3,4,4,2,5
CFB014644,C044,2025-08-23,5,4,5,5,3,4
CFB014645,C035,2025-08-23,4,4,4,5,2,5
CFB014646,C073,2025-08-23,4,4,5,4,4,4
CFB014647,C081,2025-08-24,5,4,4,4,2,5
CFB014648,C034,2025-08-24,5,4,5,5,2,5
CFB014649,C021,2025-08-24,4,4,4,4,3,4
CFB014650,C065,2025-08-24,5,5,4,5,2,2
CFB014651,C062,2025-08-24,4,3,4,5,3,4
CFB014652,C069,2025-08-24,4,3,4,4,2,4
CFB014653,C032,2025-08-24,5,5,5,5,5,4
CFB014654,C043,2025-08-24,4,3,3,4,3,3
CFB014655,C089,2025-08-24,4,4,5,5,3,5
CFB014656,C031,2025-08-25,5,4,4,4,2,5
CFB014657,C089,2025-08-25,5,3,4,3,3,3
CFB014658,C013,2025-08-25,5,4,5,3,3,3
CFB014659,C087,2025-08-25,5,5,4,4,5,4
CFB014660,C054,2025-08-25,4,4,5,5,3,5
CFB014661,C075,2025-08-25,3,4,4,4,2,3
CFB014662,C032,2025-08-25,3,4,5,5,4,4
CFB014663,C018,2025-08-25,4,4,4,5,4,3
CFB014664,C074,2025-08-25,3,4,4,4,2,4
CFB014665,C070,2025-08-25,4,5,4,4,2,4
CFB014666,C038,2025-08-25,4,4,4,4,4,5
CFB014667,C069,2025-08-25,4,5,3,5,3,4
CFB014668,C077,2025-08-25,3,3,4,4,3,4
CFB014669,C010,2025-08-25,4,4,3,4,3,3
CFB014670,C047,2025-08-25,4,4,4,5,5,3
CFB014671,C075,2025-08-26,4,3,4,2,3,4
CFB014672,C037,2025-08-26,5,4,4,5,4,5
CFB014673,C085,2025-08-26,4,4,5,5,2,4
CFB014674,C068,2025-08-26,5,5,5,4,2,4
CFB014675,C074,2025-08-26,4,5,4,3,4,5
CFB014676,C018,2025-08-27,4,3,2,4,3,4
CFB014677,C040,2025-08-27,4,4,5,3,2,4
CFB014678,C043,2025-08-27,4,4,5,4,2,3
CFB014679,C061,2025-08-27,5,4,4,4,3,4
CFB014680,C084,2025-08-27,3,3,5,4,3,3
CFB014681,C021,2025-08-27,3,4,3,5,4,5
CFB014682,C035,2025-08-27,5,2,3,5,5,3
CFB014683,C035,2025-08-27,3,4,3,2,2,4
CFB014684,C059,2025-08-27,5,4,5,4,3,4
CFB014685,C039,2025-08-27,2,4,2,3,5,4
CFB014686,C030,2025-08-28,4,3,2,3,5,3
CFB014687,C013,2025-08-28,4,4,3,4,2,3
CFB014688,C054,2025-08-28,5,4,4,3,4,5
CFB014689,C036,2025-08-28,5,4,4,4,3,2
CFB014690,C027,2025-08-28,2,4,5,5,3,2
CFB014691,C065,2025-08-28,3,4,3,4,2,3
CFB014692,C027,2025-08-28,5,4,3,4,3,4
CFB014693,C046,2025-08-29,5,3,5,4,5,4
CFB014694,C059,2025-08-29,4,5,3,3,3,3
CFB014695,C077,2025-08-29,3,5,4,4,2,4
CFB014696,C032,2025-08-29,4,4,4,4,4,5
CFB014697,C036,2025-08-29,4,3,1,3,3,4
CFB014698,C080,2025-08-29,4,5,5,4,4,4
CFB014699,C079,2025-08-29,4,3,5,4,2,5
CFB014700,C038,2025-08-30,4,4,4,3,3,2
CFB014701,C069,2025-08-30,4,3,4,3,2,5
CFB014702,C077,2025-08-30,3,3,4,4,3,4
CFB014703,C081,2025-08-30,5,5,5,5,3,5
CFB014704,C060,2025-08-30,4,3,5,4,3,5
CFB014705,C018,2025-08-30,3,4,4,4,4,4
CFB014706,C067,2025-08-30,3,4,4,5,3,4
CFB014707,C040,2025-08-30,3,4,2,4,2,3
CFB014708,C018,2025-08-30,4,5,4,3,3,3
CFB014709,C002,2025-08-30,3,5,5,5,5,4
CFB014710,C089,2025-08-31,4,4,4,2,3,5
CFB014711,C051,2025-08-31,5,4,3,4,5,1
CFB014712,C016,2025-08-31,4,5,3,2,4,5
CFB014713,C016,2025-08-31,5,4,5,5,3,5
CFB014714,C088,2025-08-31,3,2,4,4,2,5
CFB014715,C077,2025-08-31,4,5,4,4,4,5
CFB014716,C037,2025-08-31,3,4,4,4,4,4
CFB014717,C016,2025-08-31,4,2,4,4,3,4
CFB014718,C077,2025-08-31,3,4,4,5,3,4
CFB014719,C047,2025-09-01,5,4,5,5,5,5
CFB014720,C038,2025-09-01,3,3,5,5,3,5
CFB014721,C054,2025-09-01,3,2,3,4,2,4
CFB014722,C036,2025-09-01,4,3,4,4,4,4
CFB014723,C034,2025-09-01,5,4,5,4,2,4
CFB014724,C061,2025-09-01,4,3,5,3,4,4
CFB014725,C087,2025-09-01,5,4,4,4,3,5
CFB014726,C018,2025-09-01,4,4,5,4,4,5
CFB014727,C013,2025-09-02,5,2,4,4,4,5
CFB014728,C030,2025-09-02,3,3,4,3,5,4
CFB014729,C036,2025-09-02,2,5,4,4,2,4
CFB014730,C080,2025-09-02,4,5,4,4,5,4
CFB014731,C086,2025-09-02,5,3,4,4,2,3
CFB014732,C085,2025-09-02,4,4,5,3,4,5
CFB014733,C048,2025-09-02,3,4,4,4,2,5
CFB014734,C007,2025-09-03,3,3,3,3,2,3
CFB014735,C008,2025-09-03,4,4,5,4,4,4
CFB014736,C061,2025-09-03,3,4,4,4,3,3
CFB014737,C065,2025-09-03,4,3,3,5,3,5
CFB014738,C088,2025-09-03,5,4,3,3,2,4
CFB014739,C048,2025-09-03,4,4,4,4,5,4
CFB014740,C089,2025-09-03,5,4,5,5,4,5
CFB014741,C073,2025-09-03,4,3,4,4,2,3
CFB014742,C078,2025-09-03,4,4,5,4,2,4
CFB014743,C086,2025-09-04,3,3,2,3,3,2
CFB014744,C030,2025-09-04,4,4,5,4,4,5
CFB014745,C027,2025-09-04,4,4,5,4,4,3
CFB014746,C089,2025-09-04,4,4,5,4,3,4
CFB014747,C054,2025-09-04,5,5,5,4,3,4
CFB014748,C045,2025-09-04,4,5,4,4,4,5
CFB014749,C075,2025-09-04,4,5,4,5,2,5
CFB014750,C043,2025-09-04,4,5,4,4,4,3
CFB014751,C008,2025-09-04,4,5,4,5,3,4
CFB014752,C074,2025-09-05,3,5,3,5,5,4
CFB014753,C079,2025-09-05,3,3,4,5,4,5
CFB014754,C051,2025-09-05,4,3,5,2,2,4
CFB014755,C077,2025-09-05,4,4,4,4,2,3
CFB014756,C079,2025-09-05,4,5,5,4,5,4
CFB014757,C087,2025-09-05,4,4,3,5,3,3
CFB014758,C039,2025-09-05,5,5,4,4,5,5
CFB014759,C069,2025-09-05,4,4,4,4,2,4
CFB014760,C077,2025-09-05,5,4,5,4,3,5
CFB014761,C075,2025-09-05,5,5,4,3,5,5
CFB014762,C084,2025-09-06,3,2,3,4,3,4
CFB014763,C086,2025-09-06,4,2,3,5,3,5
CFB014764,C047,2025-09-06,5,3,5,5,1,4
CFB014765,C085,2025-09-06,4,3,3,5,2,3
CFB014766,C027,2025-09-06,4,4,5,4,3,5
CFB014767,C020,2025-09-06,5,3,4,4,3,3
CFB014768,C056,2025-09-06,4,5,4,5,3,5
CFB014769,C025,2025-09-06,5,4,5,5,4,3
CFB014770,C010,2025-09-06,4,3,3,3,3,5
CFB014771,C088,2025-09-06,2,3,2,2,3,3
CFB014772,C061,2025-09-07,5,5,5,5,3,3
CFB014773,C065,2025-09-07,5,5,4,5,3,5
CFB014774,C039,2025-09-07,3,5,4,5,2,4
CFB014775,C006,2025-09-07,4,4,4,3,2,5
CFB014776,C067,2025-09-07,5,4,4,3,2,3
CFB014777,C040,2025-09-07,5,3,4,5,3,5
CFB014778,C066,2025-09-07,2,3,5,2,4,3
CFB014779,C043,2025-09-07,3,3,2,3,3,4
CFB014780,C037,2025-09-07,4,2,3,4,3,4
CFB014781,C073,2025-09-08,5,3,4,4,3,2
CFB014782,C069,2025-09-08,4,4,5,4,1,4
CFB014783,C075,2025-09-08,5,4,5,5,4,4
CFB014784,C081,2025-09-08,5,3,3,5,2,3
CFB014785,C047,2025-09-08,5,5,4,4,1,5
CFB014786,C002,2025-09-08,3,2,5,5,2,3
CFB014787,C013,2025-09-08,5,4,4,5,2,5
CFB014788,C074,2025-09-08,4,5,4,4,2,4
CFB014789,C089,2025-09-08,3,4,4,4,2,4
CFB014790,C081,2025-09-09,4,5,4,4,2,4
CFB014791,C088,2025-09-09,5,4,4,5,4,4
CFB014792,C068,2025-09-09,3,3,3,3,3,5
CFB014793,C060,2025-09-09,4,3,3,3,4,4
CFB014794,C061,2025-09-09,4,3,3,3,3,4
CFB014795,C027,2025-09-09,5,5,5,4,4,5
CFB014796,C051,2025-09-09,2,2,4,3,2,4
CFB014797,C062,2025-09-09,4,4,4,4,3,3
CFB014798,C086,2025-09-10,5,5,4,4,4,5
CFB014799,C065,2025-09-10,3,4,4,4,2,5
CFB014800,C061,2025-09-10,5,5,3,4,4,3
CFB014801,C048,2025-09-10,4,4,3,4,3,5
CFB014802,C018,2025-09-10,5,5,4,4,3,5
CFB014803,C006,2025-09-10,2,4,3,3,4,5
CFB014804,C026,2025-09-10,3,4,5,3,3,4
CFB014805,C038,2025-09-11,5,4,3,5,3,4
CFB014806,C046,2025-09-11,4,3,3,5,4,4
CFB014807,C004,2025-09-11,4,5,5,4,5,5
CFB014808,C084,2025-09-11,4,5,4,5,3,4
CFB014809,C056,2025-09-11,2,2,2,4,3,5
CFB014810,C016,2025-09-11,4,4,5,5,2,3
CFB014811,C059,2025-09-11,5,4,5,4,4,4
CFB014812,C031,2025-09-11,5,3,5,2,2,4
CFB014813,C002,2025-09-11,3,2,5,3,2,4
CFB014814,C075,2025-09-11,3,5,4,5,5,5
CFB014815,C084,2025-09-11,1,2,4,3,3,3
CFB014816,C040,2025-09-11,5,4,5,5,3,4
CFB014817,C036,2025-09-12,4,3,3,4,2,3
CFB014818,C060,2025-09-12,5,3,4,4,3,5
CFB014819,C004,2025-09-12,4,4,3,3,4,3
CFB014820,C066,2025-09-12,5,1,4,3,2,5
CFB014821,C043,2025-09-12,5,4,5,4,4,4
CFB014822,C031,2025-09-12,4,2,3,3,3,4
CFB014823,C089,2025-09-12,5,4,5,4,3,4
CFB014824,C010,2025-09-12,4,5,4,4,2,4
CFB014825,C080,2025-09-12,4,4,4,3,4,4
CFB014826,C047,2025-09-13,3,4,5,3,3,4
CFB014827,C034,2025-09-13,4,2,3,2,4,4
CFB014828,C070,2025-09-13,4,4,3,5,3,4
CFB014829,C043,2025-09-13,3,3,4,3,2,4
CFB014830,C035,2025-09-13,4,3,3,4,4,5
CFB014831,C088,2025-09-13,5,5,4,3,3,3
CFB014832,C062,2025-09-13,2,3,3,5,4,4
CFB014833,C032,2025-09-13,4,4,4,5,3,4
CFB014834,C032,2025-09-14,3,3,4,4,4,3
CFB014835,C040,2025-09-14,3,3,4,5,4,4
CFB014836,C020,2025-09-14,4,3,3,4,4,3
CFB014837,C054,2025-09-14,5,4,5,5,4,5
CFB014838,C063,2025-09-14,3,3,5,3,2,4
CFB014839,C006,2025-09-15,3,5,4,4,3,3
CFB014840,C075,2025-09-15,4,4,3,4,3,4
CFB014841,C066,2025-09-15,5,4,4,4,3,4
CFB014842,C034,2025-09-16,4,4,5,5,3,5
CFB014843,C060,2025-09-16,2,3,4,3,3,3
CFB014844,C054,2025-09-16,5,4,5,4,4,4
CFB014845,C036,2025-09-16,3,4,4,5,4,2
CFB014846,C059,2025-09-16,5,5,5,3,4,3
CFB014847,C002,2025-09-16,3,4,2,5,3,4
CFB014848,C061,2025-09-17,5,3,4,3,3,4
CFB014849,C085,2025-09-17,5,3,3,2,3,5
CFB014850,C054,2025-09-17,3,2,5,4,4,4
CFB014851,C086,2025-09-17,5,4,4,4,2,5
CFB014852,C047,2025-09-17,5,4,5,5,4,4
CFB014853,C085,2025-09-17,3,4,5,5,2,3
CFB014854,C074,2025-09-17,4,5,4,5,2,4
CFB014855,C080,2025-09-17,5,4,5,4,3,4
CFB014856,C026,2025-09-17,4,3,3,4,3,5
CFB014857,C021,2025-09-17,5,5,4,4,5,5
CFB014858,C068,2025-09-17,5,4,2,3,3,4
CFB014859,C047,2025-09-17,5,3,4,4,5,5
CFB014860,C004,2025-09-17,4,4,3,5,3,5
CFB014861,C027,2025-09-17,5,5,4,2,5,5
CFB014862,C051,2025-09-17,5,5,5,4,3,5
CFB014863,C039,2025-09-18,4,4,5,5,4,5
CFB014864,C021,2025-09-18,4,3,3,3,3,3
CFB014865,C085,2025-09-18,4,3,5,4,3,4
CFB014866,C062,2025-09-18,2,4,5,4,3,2
CFB014867,C021,2025-09-18,4,4,4,2,4,4
CFB014868,C026,2025-09-18,4,4,4,4,4,3
CFB014869,C080,2025-09-18,3,5,4,4,4,4
CFB014870,C060,2025-09-18,5,5,5,4,3,5
CFB014871,C018,2025-09-18,5,3,5,4,3,5
CFB014872,C047,2025-09-18,2,3,5,4,2,3
CFB014873,C027,2025-09-18,5,3,5,3,5,5
CFB014874,C031,2025-09-19,4,3,4,4,2,4
CFB014875,C040,2025-09-19,3,5,5,4,5,5
CFB014876,C061,2025-09-19,4,4,3,5,4,5
CFB014877,C085,2025-09-19,5,3,5,5,3,4
CFB014878,C010,2025-09-19,5,5,3,5,4,5
CFB014879,C088,2025-09-19,4,4,4,3,3,3
CFB014880,C070,2025-09-19,5,5,4,5,1,5
CFB014881,C060,2025-09-19,5,4,4,4,3,5
CFB014882,C061,2025-09-20,5,2,4,4,4,3
CFB014883,C030,2025-09-20,5,4,3,4,2,4
CFB014884,C043,2025-09-20,4,4,3,4,2,5
CFB014885,C065,2025-09-20,4,5,3,4,5,5
CFB014886,C066,2025-09-20,4,5,4,5,3,5
CFB014887,C062,2025-09-20,4,5,5,5,5,5
CFB014888,C004,2025-09-20,4,4,3,3,1,5
CFB014889,C044,2025-09-20,3,2,3,4,2,4
CFB014890,C089,2025-09-20,4,4,5,4,3,5
CFB014891,C017,2025-09-20,4,3,3,3,5,5
CFB014892,C051,2025-09-20,3,4,5,5,3,3
CFB014893,C080,2025-09-21,2,4,3,3,3,3
CFB014894,C031,2025-09-21,5,4,5,3,4,2
CFB014895,C065,2025-09-21,5,4,4,3,2,5
CFB014896,C013,2025-09-21,5,5,5,3,4,5
CFB014897,C078,2025-09-21,3,3,2,4,4,4
CFB014898,C056,2025-09-21,3,4,3,3,1,4
CFB014899,C078,2025-09-21,5,4,4,4,4,3
CFB014900,C037,2025-09-21,4,3,2,5,3,5
CFB014901,C065,2025-09-21,5,4,3,4,2,4
CFB014902,C030,2025-09-21,4,4,5,3,4,3
CFB014903,C010,2025-09-21,4,2,3,4,3,5
CFB014904,C036,2025-09-22,4,4,4,4,2,4
CFB014905,C059,2025-09-22,5,3,4,4,4,3
CFB014906,C069,2025-09-22,4,3,2,3,3,4
CFB014907,C013,2025-09-22,4,4,2,4,4,4
CFB014908,C032,2025-09-22,4,3,5,5,3,3
CFB014909,C035,2025-09-22,4,4,5,5,2,5
CFB014910,C088,2025-09-22,4,4,2,3,1,3
CFB014911,C046,2025-09-22,3,3,5,5,3,4
CFB014912,C063,2025-09-22,5,4,4,5,4,4
CFB014913,C073,2025-09-22,4,2,4,5,4,5
CFB014914,C073,2025-09-23,4,3,4,4,3,2
CFB014915,C021,2025-09-23,3,2,4,4,3,4
CFB014916,C035,2025-09-23,3,3,3,2,1,5
