FeedbackID,LabID,SystemPerformance,SystemAvailability,InternetConnectivity,EquipmentAvailability,LabMaterialAvailability,StaffAvailability,TechnicalSupport,LabCleanliness,SeatingAndSpace,LabSafety,Date
LFB006059,L010,3,3,4,4,5,4,2,5,4,4,2025-05-03
LFB006060,L002,4,4,3,3,5,3,4,3,5,4,2025-05-03
LFB006061,L013,4,5,4,4,5,3,5,5,3,4,2025-05-03
LFB006062,L014,4,3,4,4,4,5,4,4,4,5,2025-05-03
LFB006063,L015,2,3,4,2,4,5,2,3,3,4,2025-05-03
LFB006064,L002,5,3,4,3,3,5,5,2,4,5,2025-05-03
LFB006065,L023,3,3,3,4,4,3,4,3,5,4,2025-05-03
LFB006066,L011,4,5,5,3,3,4,3,5,5,5,2025-05-03
LFB006067,L023,3,3,4,4,5,4,5,4,4,4,2025-05-03
LFB006068,L025,3,5,4,4,4,5,5,5,4,4,2025-05-03
LFB006069,L001,4,3,5,4,5,5,3,5,4,5,2025-05-03
LFB006070,L026,4,5,4,5,4,5,3,5,5,4,2025-05-03
LFB006071,L011,4,4,4,4,4,5,5,4,4,5,2025-05-03
LFB006072,L025,3,3,3,4,3,4,4,3,4,3,2025-05-03
LFB006073,L024,5,5,4,3,5,5,5,3,5,4,2025-05-04
LFB006074,L007,3,3,4,5,4,5,4,4,4,5,2025-05-04
LFB006075,L009,3,3,2,5,2,4,4,3,4,2,2025-05-04
LFB006076,L022,5,3,3,4,5,4,3,4,4,5,2025-05-04
LFB006077,L001,1,3,4,3,4,3,3,5,4,4,2025-05-04
LFB006078,L001,3,5,5,3,4,5,3,3,3,4,2025-05-04
LFB006079,L015,3,4,2,2,3,2,4,3,4,4,2025-05-04
LFB006080,L013,4,3,4,4,3,3,3,4,3,4,2025-05-04
LFB006081,L022,4,4,3,4,3,5,3,4,3,5,2025-05-05
LFB006082,L010,5,4,4,4,4,5,4,4,5,4,2025-05-05
LFB006083,L018,5,4,3,3,3,4,4,3,5,4,2025-05-05
LFB006084,L016,4,3,1,3,3,2,4,4,3,3,2025-05-05
LFB006085,L015,3,4,4,4,4,5,4,5,3,4,2025-05-05
LFB006086,L002,5,3,3,5,5,4,4,5,4,4,2025-05-05
LFB006087,L023,2,4,3,4,4,5,4,4,4,4,2025-05-05
LFB006088,L016,4,4,3,4,5,4,4,5,4,5,2025-05-05
LFB006089,L015,5,4,4,5,4,4,4,5,4,4,2025-05-05
LFB006090,L004,2,2,2,2,4,2,3,3,2,3,2025-05-05
LFB006091,L003,5,5,3,5,4,5,5,4,5,5,2025-05-05
LFB006092,L024,5,4,3,3,4,5,5,4,4,5,2025-05-05
LFB006093,L024,5,4,3,5,3,4,2,4,4,4,2025-05-05
LFB006094,L014,5,5,4,4,5,5,5,5,4,5,2025-05-05
LFB006095,L020,5,4,5,3,3,3,5,3,5,4,2025-05-06
LFB006096,L010,4,4,3,4,5,5,3,3,4,4,2025-05-06
LFB006097,L019,5,5,5,4,4,5,4,4,4,5,2025-05-06
LFB006098,L009,5,4,5,4,5,5,5,5,5,5,2025-05-06
LFB006099,L015,4,4,2,4,2,3,2,4,3,3,2025-05-06
LFB006100,L022,4,5,2,4,5,4,4,4,4,4,2025-05-06
LFB006101,L024,3,4,3,4,3,3,3,3,3,3,2025-05-06
LFB006102,L011,5,4,4,2,4,4,4,4,4,3,2025-05-06
LFB006103,L001,5,5,3,5,4,5,5,5,3,5,2025-05-06
LFB006104,L001,5,5,4,4,3,5,3,3,4,5,2025-05-06
LFB006105,L007,4,3,3,4,3,4,4,3,3,4,2025-05-06
LFB006106,L021,3,4,4,4,4,4,4,4,4,3,2025-05-06
LFB006107,L007,4,5,5,4,5,4,3,4,4,5,2025-05-07
LFB006108,L022,5,4,3,5,5,5,2,5,5,3,2025-05-07
LFB006109,L025,4,5,5,4,3,5,5,5,5,3,2025-05-07
LFB006110,L022,4,4,3,2,4,5,3,3,3,5,2025-05-07
LFB006111,L009,4,3,3,3,4,4,3,3,5,5,2025-05-07
LFB006112,L014,4,3,5,2,3,3,5,5,4,4,2025-05-07
LFB006113,L011,3,4,3,5,4,2,4,4,4,4,2025-05-07
LFB006114,L017,3,4,5,5,2,5,3,5,3,4,2025-05-07
LFB006115,L010,4,3,4,4,5,3,3,4,5,4,2025-05-08
LFB006116,L016,5,4,3,3,5,3,2,3,4,2,2025-05-08
LFB006117,L020,4,5,5,2,4,4,3,4,3,4,2025-05-08
LFB006118,L026,4,3,3,4,4,4,5,5,5,5,2025-05-08
LFB006119,L025,4,5,4,4,5,5,3,4,4,4,2025-05-08
LFB006120,L010,5,4,4,5,4,5,5,3,3,5,2025-05-08
LFB006121,L011,5,4,5,4,5,5,4,4,5,5,2025-05-08
LFB006122,L013,3,4,2,4,3,3,2,1,4,3,2025-05-08
LFB006123,L020,5,4,5,5,4,5,5,4,5,5,2025-05-08
LFB006124,L018,5,2,2,3,4,4,3,3,4,4,2025-05-08
LFB006125,L007,4,4,3,3,5,4,4,4,4,4,2025-05-08
LFB006126,L007,3,3,3,3,5,4,3,4,4,4,2025-05-08
LFB006127,L021,3,3,3,3,4,2,2,5,3,3,2025-05-08
LFB006128,L004,4,4,4,4,5,5,5,4,4,5,2025-05-08
LFB006129,L008,3,4,5,5,4,5,4,4,4,5,2025-05-08
LFB006130,L005,4,2,4,4,4,5,2,4,5,4,2025-05-09
LFB006131,L014,4,2,4,2,3,5,3,4,5,3,2025-05-09
LFB006132,L025,4,4,2,4,4,3,5,4,4,5,2025-05-09
LFB006133,L008,3,4,4,5,3,4,3,4,5,5,2025-05-09
LFB006134,L025,5,2,5,5,5,5,4,2,3,3,2025-05-09
LFB006135,L025,3,3,3,3,4,4,5,5,4,5,2025-05-09
LFB006136,L010,5,4,4,4,4,3,5,5,5,4,2025-05-09
LFB006137,L021,4,4,3,4,5,3,4,4,3,3,2025-05-09
LFB006138,L007,5,2,5,4,4,5,5,5,3,3,2025-05-09
LFB006139,L015,4,2,3,3,3,4,2,4,3,3,2025-05-10
LFB006140,L008,4,3,3,5,3,3,4,3,5,4,2025-05-10
LFB006141,L003,4,5,5,5,5,3,4,4,5,4,2025-05-10
LFB006142,L015,4,5,5,3,5,5,4,4,5,4,2025-05-10
LFB006143,L010,3,4,4,3,4,4,5,3,3,4,2025-05-10
LFB006144,L005,1,4,3,3,4,2,1,2,3,3,2025-05-10
LFB006145,L012,5,4,3,4,4,5,5,4,5,4,2025-05-10
LFB006146,L005,5,4,5,5,5,5,5,5,5,4,2025-05-10
LFB006147,L001,1,4,5,4,3,4,5,5,5,5,2025-05-10
LFB006148,L004,4,5,4,3,5,5,5,4,3,4,2025-05-10
LFB006149,L020,2,4,2,3,3,4,2,3,4,3,2025-05-10
LFB006150,L016,4,4,3,3,3,4,5,4,2,4,2025-05-11
LFB006151,L014,2,3,4,4,3,4,5,3,5,5,2025-05-11
LFB006152,L020,5,5,4,5,5,5,4,4,5,5,2025-05-11
LFB006153,L024,2,4,3,4,5,4,4,5,4,4,2025-05-11
LFB006154,L014,4,4,5,4,5,2,5,5,3,5,2025-05-11
LFB006155,L015,5,5,5,4,4,3,5,5,4,5,2025-05-11
LFB006156,L018,3,5,3,5,5,5,5,5,4,4,2025-05-11
LFB006157,L014,5,4,2,4,5,4,1,3,4,2,2025-05-11
LFB006158,L005,4,5,4,5,5,5,4,4,3,4,2025-05-11
LFB006159,L005,3,3,4,4,3,4,2,3,5,4,2025-05-11
LFB006160,L024,4,5,3,4,4,5,4,4,5,5,2025-05-12
LFB006161,L012,3,3,5,5,4,4,2,3,3,4,2025-05-12
LFB006162,L005,4,4,3,4,5,4,4,3,5,3,2025-05-12
LFB006163,L022,5,3,3,3,5,3,5,4,4,4,2025-05-12
LFB006164,L026,3,3,3,5,4,5,3,3,5,4,2025-05-12
LFB006165,L010,5,5,4,3,5,4,3,5,4,3,2025-05-12
LFB006166,L021,3,1,3,3,3,3,5,4,4,4,2025-05-12
LFB006167,L019,4,5,4,5,3,4,4,5,5,5,2025-05-12
LFB006168,L014,5,3,3,3,5,4,4,4,5,4,2025-05-12
LFB006169,L019,4,3,5,3,4,3,4,4,4,5,2025-05-12
LFB006170,L003,4,5,5,3,3,3,4,5,4,3,2025-05-12
LFB006171,L005,4,4,2,3,4,5,4,4,3,4,2025-05-12
LFB006172,L023,3,5,3,5,4,4,3,5,5,4,2025-05-13
LFB006173,L016,4,5,2,3,5,4,4,3,4,5,2025-05-13
LFB006174,L002,4,3,4,4,3,5,3,3,2,4,2025-05-13
LFB006175,L026,4,3,5,5,3,5,4,4,5,5,2025-05-13
LFB006176,L022,4,2,3,3,3,5,4,2,2,4,2025-05-13
LFB006177,L020,4,4,4,4,5,4,4,5,5,3,2025-05-13
LFB006178,L002,5,4,4,4,3,4,4,5,5,5,2025-05-13
LFB006179,L010,4,3,4,5,5,4,3,4,3,3,2025-05-13
LFB006180,L001,3,5,5,4,4,4,4,5,4,4,2025-05-13
LFB006181,L001,4,3,4,4,3,4,4,5,4,3,2025-05-13
LFB006182,L020,5,3,3,3,5,3,4,4,2,3,2025-05-13
LFB006183,L026,5,4,4,4,4,4,3,4,3,4,2025-05-13
LFB006184,L013,3,4,3,4,5,5,3,4,4,4,2025-05-14
LFB006185,L011,4,2,2,5,4,3,3,4,3,4,2025-05-14
LFB006186,L001,2,4,3,4,3,4,2,3,3,3,2025-05-14
LFB006187,L023,3,5,3,4,3,5,3,5,4,3,2025-05-14
LFB006188,L002,3,3,3,5,4,4,3,4,4,4,2025-05-14
LFB006189,L014,4,4,5,5,4,3,3,2,4,3,2025-05-14
LFB006190,L024,3,3,4,2,4,3,4,5,4,4,2025-05-14
LFB006191,L025,3,3,3,3,2,4,3,4,4,4,2025-05-14
LFB006192,L012,4,3,4,4,5,4,5,5,5,4,2025-05-14
LFB006193,L023,5,5,3,2,5,5,5,5,3,5,2025-05-14
LFB006194,L024,4,4,2,4,4,5,3,3,4,3,2025-05-14
LFB006195,L020,4,5,3,5,3,3,4,3,4,3,2025-05-14
LFB006196,L007,3,3,5,4,5,5,3,5,4,4,2025-05-14
LFB006197,L006,5,4,5,4,5,4,4,4,5,5,2025-05-14
LFB006198,L020,5,2,4,5,4,4,4,4,3,5,2025-05-14
LFB006199,L024,4,4,5,5,5,4,5,5,4,4,2025-05-14
LFB006200,L024,3,4,2,4,3,5,4,4,3,3,2025-05-14
LFB006201,L014,3,3,4,4,5,5,3,3,2,5,2025-05-15
LFB006202,L009,4,4,2,3,4,4,3,5,4,4,2025-05-15
LFB006203,L007,4,4,3,5,4,5,3,4,3,4,2025-05-15
LFB006204,L007,2,3,3,5,4,4,4,5,2,5,2025-05-15
LFB006205,L019,4,4,4,3,4,5,4,3,5,5,2025-05-15
LFB006206,L014,5,4,4,5,3,3,4,4,4,4,2025-05-15
LFB006207,L002,4,5,3,3,3,3,4,5,5,4,2025-05-15
LFB006208,L004,3,4,3,4,5,5,5,4,2,4,2025-05-15
LFB006209,L018,5,4,3,4,4,3,3,4,5,4,2025-05-15
LFB006210,L018,5,3,3,4,3,5,4,5,2,4,2025-05-15
LFB006211,L011,3,3,4,4,4,3,5,4,4,4,2025-05-15
LFB006212,L006,3,5,4,5,4,3,4,5,4,4,2025-05-15
LFB006213,L007,4,5,4,5,4,4,3,5,3,4,2025-05-15
LFB006214,L010,5,5,4,3,4,4,4,4,3,4,2025-05-16
LFB006215,L003,4,5,4,4,4,5,1,3,3,2,2025-05-16
LFB006216,L016,3,5,2,4,4,4,4,4,4,3,2025-05-16
LFB006217,L014,5,4,4,4,5,5,5,4,3,4,2025-05-16
LFB006218,L004,4,4,4,5,4,3,5,4,5,5,2025-05-16
LFB006219,L021,5,3,3,4,4,4,3,3,4,5,2025-05-16
LFB006220,L013,4,5,3,3,2,4,4,5,3,3,2025-05-16
LFB006221,L006,4,4,4,3,4,4,4,5,5,5,2025-05-16
LFB006222,L024,3,3,3,4,4,3,3,3,4,5,2025-05-16
LFB006223,L009,4,3,3,4,4,4,4,5,5,4,2025-05-16
LFB006224,L026,5,4,2,3,5,4,4,4,4,5,2025-05-16
LFB006225,L022,5,4,4,5,5,4,5,5,5,4,2025-05-16
LFB006226,L011,4,4,4,4,3,4,3,4,4,4,2025-05-16
LFB006227,L025,4,5,4,5,5,5,3,4,5,5,2025-05-16
LFB006228,L025,5,4,4,4,5,4,5,4,3,5,2025-05-17
LFB006229,L008,5,5,4,3,5,4,4,4,4,5,2025-05-17
LFB006230,L013,5,4,4,3,5,5,3,5,4,5,2025-05-17
LFB006231,L002,4,4,2,4,5,3,3,4,4,4,2025-05-17
LFB006232,L001,5,4,4,4,5,4,3,3,2,3,2025-05-17
LFB006233,L003,4,4,5,4,4,5,5,4,3,5,2025-05-17
LFB006234,L009,5,5,4,5,3,4,4,3,4,5,2025-05-17
LFB006235,L013,3,5,5,5,4,4,3,5,5,5,2025-05-17
LFB006236,L024,5,3,5,5,4,4,5,5,5,5,2025-05-17
LFB006237,L021,4,4,4,3,3,3,4,5,3,5,2025-05-17
LFB006238,L013,3,4,5,5,5,4,5,5,5,5,2025-05-17
LFB006239,L021,3,3,5,5,4,4,2,4,4,4,2025-05-17
LFB006240,L026,3,3,4,5,4,4,4,3,3,4,2025-05-17
LFB006241,L020,5,5,5,2,4,4,5,5,4,5,2025-05-17
LFB006242,L024,3,3,2,3,1,4,4,5,3,4,2025-05-17
LFB006243,L003,4,4,3,4,5,5,3,4,2,5,2025-05-17
LFB006244,L007,5,5,4,4,5,5,5,3,4,5,2025-05-17
LFB006245,L011,2,3,4,4,4,3,4,2,5,3,2025-05-17
LFB006246,L001,4,3,2,4,4,3,3,4,1,3,2025-05-18
LFB006247,L006,5,5,4,4,4,3,4,4,4,5,2025-05-18
LFB006248,L010,5,5,3,4,5,5,5,4,4,4,2025-05-18
LFB006249,L010,3,3,5,5,4,4,3,4,4,5,2025-05-18
LFB006250,L008,3,4,3,4,5,4,5,5,4,3,2025-05-18
LFB006251,L018,3,4,4,2,3,5,3,2,2,4,2025-05-18
LFB006252,L009,5,3,4,3,4,4,4,3,4,4,2025-05-18
LFB006253,L023,3,4,5,5,5,4,4,4,5,4,2025-05-18
LFB006254,L017,4,4,4,3,4,5,5,5,5,5,2025-05-18
LFB006255,L017,3,3,3,4,4,4,1,5,5,4,2025-05-18
LFB006256,L022,5,5,4,5,5,4,4,5,4,3,2025-05-18
LFB006257,L025,5,4,4,5,4,5,5,4,3,4,2025-05-18
LFB006258,L016,3,2,2,3,3,3,3,5,3,4,2025-05-19
LFB006259,L004,4,4,3,4,5,4,5,5,5,5,2025-05-19
LFB006260,L016,5,5,4,4,5,5,5,5,4,5,2025-05-19
LFB006261,L001,4,4,4,4,4,5,4,4,4,5,2025-05-19
LFB006262,L024,4,4,5,4,3,4,5,5,4,4,2025-05-19
LFB006263,L004,3,4,3,3,4,4,3,4,4,3,2025-05-19
LFB006264,L018,5,4,3,4,4,5,4,5,5,4,2025-05-19
LFB006265,L018,4,5,4,5,5,5,5,4,4,5,2025-05-19
LFB006266,L020,4,5,5,5,4,5,5,4,3,5,2025-05-19
LFB006267,L018,3,5,3,3,3,4,4,4,3,4,2025-05-19
LFB006268,L014,5,5,3,4,3,4,4,5,5,3,2025-05-19
LFB006269,L004,3,3,3,5,5,3,4,5,5,4,2025-05-19
LFB006270,L021,4,3,3,4,3,3,3,3,4,3,2025-05-19
LFB006271,L015,3,3,2,4,5,4,3,4,4,5,2025-05-19
LFB006272,L006,3,5,5,3,5,5,3,5,3,5,2025-05-19
LFB006273,L021,3,3,4,3,2,3,5,4,5,5,2025-05-19
LFB006274,L012,4,3,3,3,4,4,4,4,4,5,2025-05-19
LFB006275,L021,4,4,3,4,3,4,5,4,3,3,2025-05-19
LFB006276,L026,3,4,4,4,5,4,5,5,5,5,2025-05-20
LFB006277,L007,4,4,3,4,4,4,5,5,4,4,2025-05-20
LFB006278,L003,4,3,2,3,5,4,4,3,4,4,2025-05-20
LFB006279,L020,5,5,3,4,4,3,5,5,5,4,2025-05-20
LFB006280,L020,4,5,4,5,4,4,5,5,4,5,2025-05-20
LFB006281,L002,3,4,4,5,4,3,4,4,4,5,2025-05-21
LFB006282,L021,5,2,4,5,5,4,3,3,2,4,2025-05-21
LFB006283,L015,5,4,3,4,4,5,3,2,3,4,2025-05-22
LFB006284,L008,5,2,3,4,5,5,4,3,2,2,2025-05-22
LFB006285,L026,2,3,5,4,3,4,4,3,5,4,2025-05-22
LFB006286,L022,4,4,2,3,4,4,4,3,5,4,2025-05-22
LFB006287,L008,3,4,4,4,5,3,3,3,5,5,2025-05-22
LFB006288,L024,5,5,5,5,4,4,5,4,5,4,2025-05-22
LFB006289,L003,4,4,3,4,2,5,4,4,4,4,2025-05-22
LFB006290,L026,5,4,4,5,4,5,4,4,5,5,2025-05-23
LFB006291,L020,5,4,5,5,5,4,5,5,5,5,2025-05-23
LFB006292,L004,5,4,3,5,4,4,4,4,4,4,2025-05-23
LFB006293,L023,3,3,2,5,3,4,2,3,3,3,2025-05-23
LFB006294,L021,4,4,3,4,5,4,4,3,4,4,2025-05-24
LFB006295,L003,3,3,4,5,3,4,3,4,5,3,2025-05-24
LFB006296,L013,5,4,5,5,5,5,5,4,5,5,2025-05-24
LFB006297,L015,2,3,3,3,2,3,4,3,4,3,2025-05-25
LFB006298,L014,4,5,3,3,4,4,5,4,4,5,2025-05-25
LFB006299,L005,4,3,3,3,4,5,5,5,4,4,2025-05-25
LFB006300,L026,2,4,5,4,5,4,4,4,3,4,2025-05-25
LFB006301,L014,5,5,4,5,5,4,5,5,3,5,2025-05-25
LFB006302,L011,5,4,5,3,5,5,4,5,3,4,2025-05-25
LFB006303,L023,5,3,5,3,4,3,5,4,3,5,2025-05-25
LFB006304,L007,4,4,2,3,3,3,3,2,3,3,2025-05-25
LFB006305,L023,3,4,4,4,3,4,3,4,5,3,2025-05-26
LFB006306,L023,3,5,2,3,4,3,4,3,4,3,2025-05-26
LFB006307,L004,5,3,5,4,4,5,4,5,3,5,2025-05-26
LFB006308,L001,5,5,5,4,5,4,5,5,4,5,2025-05-27
LFB006309,L025,3,4,3,4,2,3,3,4,4,4,2025-05-27
LFB006310,L023,5,3,4,4,4,5,3,3,4,4,2025-05-27
LFB006311,L014,5,4,3,5,3,4,4,4,3,3,2025-05-27
LFB006312,L002,4,4,4,5,5,4,4,4,4,5,2025-05-27
LFB006313,L017,4,5,4,4,5,5,3,4,5,5,2025-05-27
LFB006314,L004,4,5,4,4,4,5,3,5,3,4,2025-05-27
LFB006315,L001,3,4,5,5,4,4,3,5,4,3,2025-05-27
LFB006316,L015,4,4,3,4,5,5,5,5,4,5,2025-05-28
LFB006317,L010,3,3,2,4,4,3,2,4,3,5,2025-05-28
LFB006318,L020,5,5,3,3,4,4,5,3,4,4,2025-05-28
LFB006319,L021,5,5,4,4,4,5,3,4,4,4,2025-05-28
LFB006320,L016,5,2,3,3,5,5,4,4,4,4,2025-05-28
LFB006321,L002,3,4,3,4,3,3,3,3,2,3,2025-05-28
LFB006322,L020,3,4,5,5,4,5,5,4,4,4,2025-05-28
LFB006323,L024,3,5,3,4,4,3,3,4,4,4,2025-05-28
LFB006324,L003,5,4,5,5,4,5,3,5,4,4,2025-05-29
LFB006325,L008,4,3,3,4,3,3,4,5,5,5,2025-05-29
LFB006326,L013,4,5,4,3,4,3,5,4,3,4,2025-05-29
LFB006327,L017,4,3,3,5,3,3,2,3,4,3,2025-05-29
LFB006328,L003,3,4,4,4,4,5,5,4,3,4,2025-05-29
LFB006329,L014,5,3,4,4,4,4,3,4,5,5,2025-05-29
LFB006330,L020,3,5,4,4,4,4,3,5,5,4,2025-05-29
LFB006331,L023,4,4,4,4,2,4,5,5,4,4,2025-05-29
LFB006332,L011,3,2,4,5,5,2,4,4,4,2,2025-05-30
LFB006333,L017,4,4,5,4,4,5,5,4,5,5,2025-05-30
LFB006334,L001,4,4,4,3,5,5,4,5,3,3,2025-05-30
LFB006335,L021,5,5,4,5,2,4,4,5,5,5,2025-05-30
LFB006336,L010,2,4,5,2,3,4,4,4,4,3,2025-05-30
LFB006337,L013,5,5,5,5,5,4,4,5,5,5,2025-05-30
LFB006338,L025,3,3,3,4,5,4,3,5,4,3,2025-05-30
LFB006339,L020,4,4,2,3,3,4,3,3,4,4,2025-05-31
LFB006340,L026,4,4,3,2,3,3,2,3,4,4,2025-05-31
LFB006341,L001,3,5,3,3,4,3,4,4,5,5,2025-05-31
LFB006342,L007,4,4,4,5,3,4,4,5,5,4,2025-05-31
LFB006343,L003,3,3,3,5,3,5,4,5,3,2,2025-05-31
LFB006344,L001,3,3,3,5,4,4,3,4,4,3,2025-06-01
LFB006345,L011,3,4,5,4,4,5,4,5,5,3,2025-06-01
LFB006346,L010,4,5,2,5,3,3,5,3,4,2,2025-06-01
LFB006347,L020,4,4,5,5,4,5,3,4,5,5,2025-06-01
LFB006348,L024,5,5,3,4,4,5,3,5,4,5,2025-06-01
LFB006349,L021,5,4,4,4,4,5,4,5,4,4,2025-06-01
LFB006350,L019,4,2,3,3,4,2,4,5,3,4,2025-06-01
LFB006351,L003,5,4,2,5,4,4,3,4,4,4,2025-06-01
LFB006352,L021,3,5,2,5,3,2,2,5,4,4,2025-06-02
LFB006353,L003,4,5,3,4,3,4,4,5,4,5,2025-06-02
LFB006354,L009,5,5,4,5,4,5,3,5,5,5,2025-06-02
LFB006355,L015,2,3,3,3,5,5,3,4,4,3,2025-06-02
LFB006356,L022,5,3,5,4,4,4,5,5,5,5,2025-06-03
LFB006357,L022,4,3,4,3,4,3,5,4,5,3,2025-06-04
LFB006358,L022,5,4,4,5,5,5,4,5,4,5,2025-06-04
LFB006359,L007,4,3,3,4,4,4,3,5,4,5,2025-06-04
LFB006360,L001,4,4,3,3,3,5,5,4,3,4,2025-06-05
LFB006361,L021,3,5,4,2,4,5,5,5,4,4,2025-06-05
LFB006362,L022,5,5,5,4,4,4,4,5,5,4,2025-06-05
LFB006363,L011,5,4,4,5,4,4,5,4,4,5,2025-06-05
LFB006364,L017,3,3,5,3,5,3,4,4,5,4,2025-06-05
LFB006365,L004,4,4,4,3,4,4,4,4,4,4,2025-06-05
LFB006366,L013,5,3,3,4,3,5,5,3,4,5,2025-06-06
LFB006367,L020,5,3,5,4,5,4,5,5,5,3,2025-06-06
LFB006368,L024,4,4,3,5,3,5,4,3,3,4,2025-06-07
LFB006369,L011,1,4,3,5,4,4,5,5,4,4,2025-06-07
LFB006370,L017,4,4,3,4,5,3,4,4,3,5,2025-06-07
LFB006371,L021,4,3,3,3,3,3,4,3,3,3,2025-06-07
LFB006372,L001,3,4,3,4,4,4,5,3,5,3,2025-06-07
LFB006373,L016,3,3,3,5,5,4,3,4,3,4,2025-06-07
LFB006374,L006,2,3,2,4,3,4,5,5,3,4,2025-06-08
LFB006375,L006,5,4,4,3,5,4,5,4,5,5,2025-06-08
LFB006376,L011,5,5,2,5,4,4,4,3,3,3,2025-06-08
LFB006377,L025,3,4,4,4,5,5,4,3,4,5,2025-06-08
LFB006378,L025,4,2,3,4,3,2,3,3,3,3,2025-06-09
LFB006379,L025,3,4,5,4,5,4,5,3,5,4,2025-06-10
LFB006380,L013,3,2,3,4,3,3,3,4,4,3,2025-06-10
LFB006381,L007,5,4,3,4,5,4,5,5,4,5,2025-06-10
LFB006382,L021,3,4,5,4,5,3,4,4,5,3,2025-06-10
LFB006383,L016,4,5,4,4,3,4,5,4,5,5,2025-06-10
LFB006384,L026,4,4,3,4,4,3,4,3,3,5,2025-06-10
LFB006385,L010,4,5,3,5,4,3,3,4,5,5,2025-06-10
LFB006386,L001,4,4,3,3,3,4,4,5,4,5,2025-06-11
LFB006387,L023,2,3,5,3,5,4,3,4,3,4,2025-06-11
LFB006388,L007,4,4,5,4,5,4,5,3,4,4,2025-06-11
LFB006389,L012,5,4,4,3,4,4,4,5,5,4,2025-06-11
LFB006390,L025,4,4,3,5,5,3,4,5,4,5,2025-06-11
LFB006391,L012,5,2,3,4,4,5,5,5,5,5,2025-06-11
LFB006392,L002,5,5,3,5,5,4,3,5,4,5,2025-06-11
LFB006393,L025,4,4,5,4,3,5,5,3,3,5,2025-06-11
LFB006394,L010,5,4,4,5,4,3,5,5,5,4,2025-06-12
LFB006395,L025,5,3,4,3,5,4,5,4,4,3,2025-06-12
LFB006396,L010,4,4,4,4,4,5,5,4,2,5,2025-06-12
LFB006397,L005,3,3,1,1,3,5,5,4,3,4,2025-06-12
LFB006398,L014,4,5,4,5,3,4,4,3,4,4,2025-06-12
LFB006399,L001,4,5,3,5,4,5,4,5,3,5,2025-06-13
LFB006400,L025,4,3,4,3,2,4,4,3,4,3,2025-06-13
LFB006401,L011,4,4,4,5,4,3,4,4,3,3,2025-06-13
LFB006402,L007,5,5,4,4,3,4,2,3,3,4,2025-06-13
LFB006403,L025,4,5,4,4,5,5,5,3,5,4,2025-06-13
LFB006404,L019,2,4,2,4,4,3,4,4,4,3,2025-06-13
LFB006405,L011,5,3,4,3,4,5,1,5,4,5,2025-06-14
LFB006406,L025,3,2,3,5,4,4,4,4,5,2,2025-06-14
LFB006407,L006,4,2,4,5,5,5,3,4,4,4,2025-06-14
LFB006408,L024,3,3,4,4,5,4,4,5,4,5,2025-06-14
LFB006409,L010,5,2,3,3,4,4,4,5,4,5,2025-06-14
LFB006410,L025,4,5,3,5,5,5,4,4,4,5,2025-06-14
LFB006411,L010,4,4,3,3,4,5,4,4,3,5,2025-06-14
LFB006412,L023,4,3,4,4,5,5,4,4,4,3,2025-06-15
LFB006413,L014,3,5,5,5,5,5,4,4,4,5,2025-06-16
LFB006414,L010,4,4,4,4,5,4,3,3,4,4,2025-06-16
LFB006415,L015,4,3,5,5,4,4,3,5,4,4,2025-06-16
LFB006416,L014,4,5,4,5,5,4,3,5,4,4,2025-06-16
LFB006417,L026,4,3,2,4,5,3,3,2,3,5,2025-06-17
LFB006418,L004,4,3,3,4,3,4,5,3,4,4,2025-06-17
LFB006419,L012,4,4,4,4,3,3,2,3,3,4,2025-06-17
LFB006420,L026,5,3,5,3,4,5,2,4,3,4,2025-06-17
LFB006421,L007,2,3,3,5,5,5,4,3,5,3,2025-06-18
LFB006422,L025,2,5,4,5,5,5,4,4,4,5,2025-06-19
LFB006423,L023,2,2,2,3,4,3,5,4,5,4,2025-06-19
LFB006424,L021,3,5,4,5,5,4,5,5,5,3,2025-06-19
LFB006425,L023,2,2,3,4,4,5,2,5,4,3,2025-06-19
LFB006426,L022,4,3,4,3,5,4,4,5,3,5,2025-06-20
LFB006427,L001,3,4,2,4,3,4,3,5,4,2,2025-06-21
LFB006428,L026,5,4,4,3,2,4,5,4,5,5,2025-06-21
LFB006429,L009,4,5,4,4,3,5,3,4,4,3,2025-06-21
LFB006430,L003,4,4,3,2,5,5,5,3,5,4,2025-06-21
LFB006431,L026,3,4,4,3,3,3,3,4,4,5,2025-06-21
LFB006432,L010,5,4,3,4,4,4,4,5,5,5,2025-06-22
LFB006433,L011,2,3,5,5,4,4,4,5,4,4,2025-06-23
LFB006434,L023,5,1,3,3,4,5,4,5,4,3,2025-06-23
LFB006435,L007,4,3,3,3,5,2,3,3,4,3,2025-06-23
LFB006436,L014,5,5,4,2,5,3,4,5,5,5,2025-06-23
LFB006437,L016,4,4,5,5,5,5,4,5,4,5,2025-06-23
LFB006438,L023,5,3,4,5,4,5,4,5,4,3,2025-06-23
LFB006439,L010,4,4,4,4,5,4,4,5,5,5,2025-06-24
LFB006440,L003,3,3,4,3,3,3,4,4,4,3,2025-06-24
LFB006441,L018,4,4,2,4,5,3,4,3,4,3,2025-06-24
LFB006442,L021,5,4,4,4,4,4,4,4,4,3,2025-06-24
LFB006443,L021,4,5,5,4,5,3,4,5,3,3,2025-06-25
LFB006444,L016,4,4,2,4,5,3,4,3,5,4,2025-06-26
