Feedback_ID,Faculty_ID,Course_ID,Date,Communication,Subject_Knowledge,Interaction,Doubt_Resolution,Syllabus_Completion,Practical_Example
FB024369,F041,C042,2025-12-12,4,5,4,4,4,5
FB024370,F071,C060,2025-12-12,5,4,4,5,4,5
FB024371,F064,C085,2025-12-12,2,3,5,3,2,3
FB024372,F059,C078,2025-12-12,5,4,4,4,4,4
FB024373,F060,C083,2025-12-12,4,5,5,5,5,5
FB024374,F019,C075,2025-12-12,4,3,5,3,3,3
FB024375,F030,C076,2025-12-12,4,5,4,5,5,3
FB024376,F067,C087,2025-12-12,4,4,4,5,5,4
FB024377,F010,C010,2025-12-12,3,4,4,4,4,3
FB024378,F013,C033,2025-12-12,4,5,4,5,4,4
FB024379,F013,C033,2025-12-12,5,5,4,4,4,2
FB024380,F041,C042,2025-12-12,5,3,3,4,4,4
FB024381,F074,C009,2025-12-12,5,4,3,5,4,4
FB024382,F067,C088,2025-12-12,5,4,4,4,5,4
FB024383,F010,C006,2025-12-12,4,5,3,3,3,3
FB024384,F021,C021,2025-12-12,5,5,5,4,4,5
FB024385,F041,C042,2025-12-12,4,3,3,2,4,4
FB024386,F070,C062,2025-12-13,5,4,4,5,4,5
FB024387,F052,C043,2025-12-13,1,4,3,3,4,2
FB024388,F011,C011,2025-12-13,4,5,5,4,3,4
FB024389,F022,C022,2025-12-13,5,4,4,4,5,4
FB024390,F062,C080,2025-12-13,3,4,3,5,5,3
FB024391,F001,C020,2025-12-13,5,3,4,5,3,5
FB024392,F074,C009,2025-12-13,5,4,5,5,4,4
FB024393,F063,C077,2025-12-13,4,5,4,5,5,5
FB024394,F065,C091,2025-12-13,4,4,4,2,4,3
FB024395,F026,C026,2025-12-13,5,3,4,4,3,3
FB024396,F070,C061,2025-12-13,5,5,5,4,5,5
FB024397,F046,C041,2025-12-13,5,4,4,4,4,3
FB024398,F031,C032,2025-12-13,2,2,2,2,1,2
FB024399,F001,C020,2025-12-13,4,3,3,2,3,3
FB024400,F057,C072,2025-12-13,4,5,5,5,5,5
FB024401,F043,C036,2025-12-13,3,3,4,4,4,3
FB024402,F026,C026,2025-12-13,5,5,4,5,4,5
FB024403,F003,C003,2025-12-13,5,5,3,5,5,5
FB024404,F009,C074,2025-12-13,4,5,5,5,5,5
FB024405,F021,C021,2025-12-13,5,5,4,5,5,5
FB024406,F053,C067,2025-12-13,4,3,3,3,3,4
FB024407,F012,C012,2025-12-13,4,4,4,5,4,5
FB024408,F053,C067,2025-12-13,3,5,3,4,4,2
FB024409,F062,C082,2025-12-13,5,4,3,3,4,3
FB024410,F065,C090,2025-12-13,3,4,4,2,5,3
FB024411,F053,C067,2025-12-13,4,4,2,5,4,4
FB024412,F014,C007,2025-12-13,5,5,5,5,5,5
FB024413,F040,C027,2025-12-13,4,5,5,5,5,4
FB024414,F018,C013,2025-12-13,3,4,1,4,3,5
FB024415,F026,C026,2025-12-13,5,3,4,3,4,4
FB024416,F053,C071,2025-12-13,3,3,2,3,3,5
FB024417,F012,C012,2025-12-13,5,4,4,4,5,4
FB024418,F040,C027,2025-12-13,5,5,5,5,5,3
FB024419,F010,C010,2025-12-13,5,5,4,5,5,4
FB024420,F030,C030,2025-12-13,3,4,4,3,3,3
FB024421,F010,C010,2025-12-13,3,5,3,4,2,2
FB024422,F058,C069,2025-12-13,5,5,5,4,5,5
FB024423,F006,C054,2025-12-13,4,5,3,2,5,3
FB024424,F028,C028,2025-12-13,5,4,4,5,5,2
FB024425,F051,C045,2025-12-13,4,3,4,3,4,3
FB024426,F010,C051,2025-12-13,4,4,3,2,4,4
FB024427,F052,C050,2025-12-13,4,5,4,5,2,4
FB024428,F052,C050,2025-12-13,5,5,5,5,5,5
FB024429,F052,C043,2025-12-13,5,4,4,5,4,5
FB024430,F041,C037,2025-12-13,2,3,3,3,4,3
FB024431,F030,C030,2025-12-13,5,5,5,4,5,3
FB024432,F010,C051,2025-12-13,4,4,5,5,3,4
FB024433,F073,C018,2025-12-13,5,5,5,4,5,5
FB024434,F019,C075,2025-12-13,3,2,4,4,2,1
FB024435,F030,C076,2025-12-13,2,5,2,2,4,2
FB024436,F052,C043,2025-12-13,5,4,5,5,4,4
FB024437,F074,C073,2025-12-13,2,4,2,4,4,5
FB024438,F074,C009,2025-12-13,4,4,5,5,5,3
FB024439,F031,C031,2025-12-13,4,5,4,5,4,4
FB024440,F011,C011,2025-12-13,3,3,3,4,3,4
FB024441,F056,C065,2025-12-13,5,4,5,4,4,3
FB024442,F051,C045,2025-12-13,3,4,4,3,5,1
FB024443,F018,C013,2025-12-13,4,3,4,3,4,5
FB024444,F003,C003,2025-12-13,5,3,5,5,3,5
FB024445,F039,C064,2025-12-13,2,5,3,4,3,5
FB024446,F052,C049,2025-12-14,5,5,2,4,4,4
FB024447,F056,C065,2025-12-14,4,3,3,4,2,2
FB024448,F067,C086,2025-12-14,2,4,4,2,2,3
FB024449,F056,C065,2025-12-14,3,4,5,2,3,2
FB024450,F047,C048,2025-12-14,4,4,4,5,5,4
FB024451,F051,C045,2025-12-14,5,5,5,5,5,4
FB024452,F057,C072,2025-12-14,4,3,3,3,3,3
FB024453,F040,C027,2025-12-14,3,5,5,3,5,3
FB024454,F030,C030,2025-12-14,1,1,1,1,2,2
FB024455,F031,C032,2025-12-14,1,1,1,1,2,1
FB024456,F038,C016,2025-12-14,4,4,4,5,5,1
FB024457,F006,C053,2025-12-14,3,4,3,2,5,4
FB024458,F056,C068,2025-12-14,5,5,4,5,5,3
FB024459,F062,C082,2025-12-14,5,5,4,5,4,5
FB024460,F053,C071,2025-12-14,3,5,4,5,4,3
FB024461,F025,C025,2025-12-14,4,5,5,5,4,5
FB024462,F015,C015,2025-12-14,3,4,5,5,5,4
FB024463,F052,C046,2025-12-14,5,4,4,4,5,4
FB024464,F013,C033,2025-12-14,5,5,4,5,5,5
FB024465,F030,C030,2025-12-14,3,4,3,3,4,4
FB024466,F006,C052,2025-12-14,3,4,4,4,4,3
FB024467,F074,C009,2025-12-14,4,4,2,3,4,4
FB024468,F023,C056,2025-12-14,5,5,4,4,3,3
FB024469,F023,C056,2025-12-14,4,4,5,4,4,4
FB024470,F012,C012,2025-12-14,4,5,3,5,4,4
FB024471,F055,C070,2025-12-14,3,5,3,3,4,3
FB024472,F014,C007,2025-12-14,4,4,5,4,5,5
FB024473,F022,C022,2025-12-14,5,5,3,5,5,5
FB024474,F006,C054,2025-12-14,3,5,3,5,5,3
FB024475,F074,C009,2025-12-14,4,4,5,4,5,5
FB024476,F003,C003,2025-12-14,4,4,5,4,4,5
FB024477,F014,C002,2025-12-14,5,5,4,4,4,5
FB024478,F059,C078,2025-12-14,4,4,3,5,5,4
FB024479,F058,C069,2025-12-14,4,3,2,3,3,3
FB024480,F064,C089,2025-12-14,3,2,3,2,2,2
FB024481,F051,C047,2025-12-14,4,3,4,4,3,3
FB024482,F056,C068,2025-12-14,5,5,4,5,4,5
FB024483,F041,C042,2025-12-14,5,4,4,4,4,5
FB024484,F065,C091,2025-12-14,4,4,4,5,5,5
FB024485,F053,C071,2025-12-14,5,4,4,5,4,4
FB024486,F022,C063,2025-12-14,4,5,5,5,5,5
FB024487,F041,C042,2025-12-14,5,4,4,4,5,5
FB024488,F065,C091,2025-12-14,4,4,5,4,3,5
FB024489,F019,C075,2025-12-14,5,5,5,5,5,3
FB024490,F053,C071,2025-12-14,4,4,4,4,5,4
FB024491,F067,C086,2025-12-14,2,4,4,2,3,4
FB024492,F001,C020,2025-12-14,3,4,1,1,3,3
FB024493,F052,C049,2025-12-14,4,4,3,4,4,3
FB024494,F010,C010,2025-12-14,3,3,3,3,2,2
FB024495,F022,C063,2025-12-14,4,5,3,3,4,3
FB024496,F067,C088,2025-12-14,5,5,3,4,4,5
FB024497,F018,C013,2025-12-14,3,3,3,4,3,4
FB024498,F071,C059,2025-12-14,4,5,4,5,5,4
FB024499,F064,C085,2025-12-14,4,1,1,2,4,3
FB024500,F052,C050,2025-12-14,3,4,3,5,4,4
FB024501,F065,C091,2025-12-14,4,5,5,4,5,5
FB024502,F065,C090,2025-12-14,5,5,5,4,4,4
FB024503,F037,C014,2025-12-14,5,5,5,4,5,4
FB024504,F052,C049,2025-12-15,4,5,5,5,4,4
FB024505,F063,C081,2025-12-15,4,3,4,3,4,3
FB024506,F056,C065,2025-12-15,3,3,3,3,4,3
FB024507,F065,C090,2025-12-15,3,5,5,3,5,3
FB024508,F071,C060,2025-12-15,5,5,4,5,5,4
FB024509,F065,C090,2025-12-15,2,4,5,2,3,2
FB024510,F051,C047,2025-12-15,3,3,3,2,2,3
FB024511,F041,C038,2025-12-15,5,4,5,5,4,3
FB024512,F065,C084,2025-12-15,4,4,5,5,5,5
FB024513,F043,C036,2025-12-15,2,3,2,5,4,2
FB024514,F027,C005,2025-12-15,2,3,3,2,4,4
FB024515,F065,C091,2025-12-15,5,4,4,4,5,5
FB024516,F013,C033,2025-12-15,5,4,3,4,5,5
FB024517,F053,C067,2025-12-15,4,4,3,5,5,4
FB024518,F052,C043,2025-12-15,4,4,4,4,4,4
FB024519,F052,C050,2025-12-15,4,4,4,3,4,4
FB024520,F006,C052,2025-12-15,3,5,5,5,5,5
FB024521,F006,C052,2025-12-15,5,5,4,4,4,4
FB024522,F008,C008,2025-12-15,5,4,3,5,3,4
FB024523,F052,C050,2025-12-15,3,4,4,2,5,4
FB024524,F026,C026,2025-12-15,4,5,5,4,4,4
FB024525,F026,C026,2025-12-15,4,5,4,5,5,4
FB024526,F060,C083,2025-12-15,4,4,5,5,4,5
FB024527,F067,C087,2025-12-15,4,3,3,4,4,3
FB024528,F053,C067,2025-12-15,4,5,4,4,4,3
FB024529,F021,C034,2025-12-15,4,5,3,4,3,5
FB024530,F063,C081,2025-12-15,2,5,3,5,4,1
FB024531,F074,C009,2025-12-15,3,5,5,5,5,4
FB024532,F039,C064,2025-12-15,5,5,5,4,5,4
FB024533,F030,C030,2025-12-15,5,5,2,5,4,3
FB024534,F001,C001,2025-12-15,5,5,5,3,4,2
FB024535,F062,C082,2025-12-15,5,5,5,3,5,5
FB024536,F067,C087,2025-12-15,4,4,4,3,3,4
FB024537,F031,C032,2025-12-15,3,4,3,3,3,4
FB024538,F067,C088,2025-12-15,5,5,4,5,5,4
FB024539,F067,C088,2025-12-15,3,5,4,5,4,4
FB024540,F039,C064,2025-12-15,3,5,5,5,5,5
FB024541,F052,C049,2025-12-15,2,2,1,1,2,2
FB024542,F044,C035,2025-12-15,5,4,5,4,5,5
FB024543,F021,C021,2025-12-15,2,4,2,5,4,3
FB024544,F056,C066,2025-12-15,4,4,5,5,5,4
FB024545,F013,C033,2025-12-15,5,5,5,5,5,4
FB024546,F022,C022,2025-12-15,4,5,4,4,5,3
FB024547,F001,C020,2025-12-15,4,4,4,3,2,3
FB024548,F074,C009,2025-12-15,5,5,5,5,5,4
FB024549,F023,C056,2025-12-15,5,5,3,4,5,4
FB024550,F065,C084,2025-12-15,2,2,2,2,1,2
FB024551,F011,C024,2025-12-15,3,3,3,4,3,3
FB024552,F031,C032,2025-12-15,2,4,2,3,3,2
FB024553,F067,C088,2025-12-15,4,4,3,2,4,4
FB024554,F006,C053,2025-12-15,4,4,4,5,5,4
FB024555,F051,C045,2025-12-15,2,4,3,4,3,4
FB024556,F055,C070,2025-12-15,2,2,2,2,1,1
FB024557,F004,C023,2025-12-15,3,3,4,4,4,3
FB024558,F062,C080,2025-12-15,4,4,5,4,4,5
FB024559,F009,C074,2025-12-15,4,4,5,4,4,3
FB024560,F028,C040,2025-12-16,4,5,5,4,5,3
FB024561,F047,C048,2025-12-16,4,3,2,3,4,2
FB024562,F062,C082,2025-12-16,3,5,3,4,2,4
FB024563,F028,C040,2025-12-16,4,5,5,5,5,3
FB024564,F038,C016,2025-12-16,5,3,5,3,4,3
FB024565,F055,C070,2025-12-16,5,5,5,4,4,5
FB024566,F065,C090,2025-12-16,4,5,3,5,5,4
FB024567,F043,C036,2025-12-16,4,4,4,4,4,5
FB024568,F059,C078,2025-12-16,3,4,3,3,4,3
FB024569,F064,C089,2025-12-16,2,3,2,4,3,3
FB024570,F046,C041,2025-12-16,4,4,3,3,3,5
FB024571,F047,C048,2025-12-16,4,2,4,5,4,3
FB024572,F070,C061,2025-12-16,4,2,3,4,3,3
FB024573,F056,C065,2025-12-16,4,4,5,5,4,4
FB024574,F017,C004,2025-12-16,4,4,3,4,3,3
FB024575,F057,C072,2025-12-16,5,4,4,5,5,3
FB024576,F044,C035,2025-12-16,5,3,5,4,4,3
FB024577,F015,C015,2025-12-16,3,4,3,5,4,5
FB024578,F008,C057,2025-12-16,5,5,5,4,5,4
FB024579,F057,C072,2025-12-16,4,4,5,5,4,5
FB024580,F028,C028,2025-12-16,4,5,5,4,5,4
FB024581,F037,C014,2025-12-16,5,5,4,4,5,5
FB024582,F006,C052,2025-12-16,5,5,4,4,5,2
FB024583,F011,C011,2025-12-16,4,4,5,4,4,3
FB024584,F013,C033,2025-12-16,5,5,5,4,4,3
FB024585,F028,C039,2025-12-16,3,3,4,2,3,4
FB024586,F009,C074,2025-12-16,5,3,4,4,4,4
FB024587,F028,C028,2025-12-16,3,4,4,3,4,5
FB024588,F028,C040,2025-12-16,5,4,5,4,5,5
FB024589,F014,C002,2025-12-16,3,5,4,4,4,4
FB024590,F060,C083,2025-12-16,5,5,4,5,5,5
FB024591,F041,C042,2025-12-16,5,5,3,5,4,4
FB024592,F001,C020,2025-12-16,5,4,5,3,5,4
FB024593,F030,C076,2025-12-16,5,5,3,5,3,4
FB024594,F018,C013,2025-12-16,3,3,3,4,4,3
FB024595,F006,C053,2025-12-16,3,3,4,3,4,3
FB024596,F067,C086,2025-12-16,3,3,4,1,2,2
FB024597,F001,C001,2025-12-16,5,5,4,4,4,3
FB024598,F010,C051,2025-12-16,4,5,4,3,4,4
FB024599,F041,C037,2025-12-16,3,3,4,3,4,3
FB024600,F022,C063,2025-12-16,3,4,4,5,3,2
FB024601,F037,C014,2025-12-16,3,4,4,2,4,3
FB024602,F001,C001,2025-12-16,4,4,5,5,4,4
FB024603,F063,C077,2025-12-16,5,5,4,5,4,3
FB024604,F008,C008,2025-12-16,3,5,3,5,5,4
FB024605,F067,C087,2025-12-16,4,5,3,4,3,4
FB024606,F025,C025,2025-12-16,5,5,5,5,4,5
FB024607,F065,C091,2025-12-16,4,5,5,5,4,2
FB024608,F065,C091,2025-12-16,4,4,4,4,5,4
FB024609,F065,C090,2025-12-16,4,4,4,5,5,5
FB024610,F014,C007,2025-12-16,5,3,5,4,3,5
FB024611,F039,C064,2025-12-16,4,5,5,4,5,1
FB024612,F019,C075,2025-12-16,5,5,5,3,4,3
FB024613,F041,C037,2025-12-16,2,3,4,3,5,4
FB024614,F051,C045,2025-12-16,4,4,3,4,5,2
FB024615,F001,C001,2025-12-16,3,4,4,5,5,4
FB024616,F041,C037,2025-12-16,4,3,5,5,4,4
FB024617,F040,C027,2025-12-16,4,4,3,5,4,4
FB024618,F001,C020,2025-12-16,4,3,4,4,5,5
FB024619,F063,C081,2025-12-16,3,5,4,3,4,5
FB024620,F013,C033,2025-12-16,5,5,5,2,4,3
FB024621,F012,C012,2025-12-16,5,5,4,5,5,4
FB024622,F071,C060,2025-12-16,3,5,3,4,3,5
FB024623,F046,C041,2025-12-16,4,5,3,2,5,5
FB024624,F059,C078,2025-12-16,5,4,5,5,5,4
FB024625,F022,C063,2025-12-17,5,4,5,5,5,4
FB024626,F009,C074,2025-12-17,4,4,3,3,3,3
FB024627,F073,C018,2025-12-17,4,4,4,4,3,3
FB024628,F011,C011,2025-12-17,4,5,3,5,4,4
FB024629,F014,C002,2025-12-17,5,5,5,4,4,5
FB024630,F041,C042,2025-12-17,5,4,4,4,3,2
FB024631,F056,C068,2025-12-17,4,5,5,5,4,4
FB024632,F006,C053,2025-12-17,5,5,4,5,5,4
FB024633,F056,C068,2025-12-17,5,5,5,4,3,4
FB024634,F006,C053,2025-12-17,5,5,5,4,5,5
FB024635,F027,C005,2025-12-17,4,5,3,4,5,4
FB024636,F037,C014,2025-12-17,3,4,4,4,4,4
FB024637,F013,C033,2025-12-17,3,4,3,5,5,4
FB024638,F057,C072,2025-12-17,5,3,2,4,4,4
FB024639,F062,C082,2025-12-17,5,5,4,4,5,4
FB024640,F060,C083,2025-12-17,3,3,4,4,5,3
FB024641,F010,C010,2025-12-17,1,2,1,1,2,2
FB024642,F056,C065,2025-12-17,4,5,4,3,5,5
FB024643,F074,C073,2025-12-17,3,5,4,4,4,3
FB024644,F003,C003,2025-12-17,5,3,5,4,3,5
FB024645,F031,C031,2025-12-17,4,5,4,4,5,4
FB024646,F052,C049,2025-12-17,3,5,4,3,4,4
FB024647,F026,C026,2025-12-17,5,5,5,5,5,4
FB024648,F057,C072,2025-12-17,4,5,4,3,4,4
FB024649,F040,C027,2025-12-17,3,4,3,4,3,3
FB024650,F056,C066,2025-12-17,3,3,2,4,3,4
FB024651,F028,C028,2025-12-17,5,4,4,4,4,3
FB024652,F065,C090,2025-12-17,5,4,4,3,4,4
FB024653,F058,C069,2025-12-17,3,4,2,5,4,2
FB024654,F053,C067,2025-12-17,3,4,3,5,4,2
FB024655,F013,C033,2025-12-17,2,1,1,1,1,1
FB024656,F011,C011,2025-12-17,5,4,5,5,4,5
FB024657,F047,C048,2025-12-17,5,5,5,3,4,3
FB024658,F024,C058,2025-12-17,5,4,4,5,4,5
FB024659,F071,C059,2025-12-17,5,5,5,5,5,4
FB024660,F059,C079,2025-12-17,5,5,5,5,5,4
FB024661,F056,C066,2025-12-17,5,5,4,5,5,4
FB024662,F071,C060,2025-12-17,5,4,5,4,5,4
FB024663,F028,C040,2025-12-17,4,2,4,3,4,3
FB024664,F074,C009,2025-12-17,4,4,2,4,2,4
FB024665,F006,C053,2025-12-17,3,4,5,4,4,3
FB024666,F052,C049,2025-12-17,5,5,5,5,4,5
FB024667,F041,C037,2025-12-17,2,1,3,3,2,3
FB024668,F059,C079,2025-12-17,1,1,2,2,2,1
FB024669,F013,C033,2025-12-17,4,5,5,5,5,4
FB024670,F057,C072,2025-12-17,5,3,3,4,3,3
FB024671,F067,C088,2025-12-17,4,4,4,4,4,5
FB024672,F052,C050,2025-12-17,4,5,3,5,5,4
FB024673,F026,C026,2025-12-17,5,5,5,5,5,4
FB024674,F071,C060,2025-12-17,3,5,4,5,4,4
FB024675,F053,C071,2025-12-18,5,5,5,5,5,4
FB024676,F012,C012,2025-12-18,5,4,4,5,5,4
FB024677,F074,C009,2025-12-18,3,4,3,3,4,5
FB024678,F040,C027,2025-12-18,5,4,3,5,5,4
FB024679,F059,C078,2025-12-18,4,3,3,4,3,4
FB024680,F009,C074,2025-12-18,4,4,5,5,5,4
FB024681,F041,C042,2025-12-18,3,4,3,3,3,3
FB024682,F052,C043,2025-12-18,4,3,2,4,2,3
FB024683,F014,C007,2025-12-18,1,2,1,2,1,1
FB024684,F057,C072,2025-12-18,5,5,5,4,5,5
FB024685,F037,C014,2025-12-18,5,4,4,3,4,5
FB024686,F070,C062,2025-12-18,2,3,4,2,1,3
FB024687,F046,C041,2025-12-18,5,5,5,5,3,5
FB024688,F043,C036,2025-12-18,4,5,4,4,4,4
FB024689,F052,C049,2025-12-18,4,4,2,5,5,3
FB024690,F037,C014,2025-12-18,4,5,3,3,4,4
FB024691,F067,C088,2025-12-18,4,2,3,3,4,3
FB024692,F057,C072,2025-12-18,4,4,4,3,3,4
FB024693,F063,C081,2025-12-18,2,2,3,3,4,5
FB024694,F067,C088,2025-12-18,3,4,4,5,4,4
FB024695,F065,C090,2025-12-18,3,5,3,5,4,4
FB024696,F041,C037,2025-12-18,4,4,3,3,3,3
FB024697,F009,C074,2025-12-18,3,3,2,3,3,2
FB024698,F028,C040,2025-12-18,3,5,4,2,4,3
FB024699,F013,C033,2025-12-18,3,4,5,5,4,4
FB024700,F013,C033,2025-12-18,5,4,3,4,3,3
FB024701,F037,C014,2025-12-18,5,5,4,5,5,5
FB024702,F028,C039,2025-12-18,4,1,3,2,5,2
FB024703,F058,C069,2025-12-18,4,4,1,5,4,4
FB024704,F008,C057,2025-12-18,2,3,4,3,4,4
FB024705,F052,C049,2025-12-18,3,2,4,3,4,5
FB024706,F027,C005,2025-12-18,4,5,4,4,5,5
FB024707,F050,C044,2025-12-18,5,5,4,5,4,5
FB024708,F071,C059,2025-12-18,3,4,3,4,4,2
FB024709,F074,C009,2025-12-18,4,4,2,3,5,3
FB024710,F010,C006,2025-12-18,4,5,4,4,5,5
FB024711,F060,C083,2025-12-18,5,4,3,3,5,4
FB024712,F053,C071,2025-12-18,5,3,5,3,5,3
FB024713,F062,C082,2025-12-18,5,4,4,3,5,4
FB024714,F021,C021,2025-12-18,2,4,4,4,4,3
FB024715,F037,C014,2025-12-18,3,4,2,3,2,3
FB024716,F024,C058,2025-12-18,5,5,4,3,4,4
FB024717,F059,C079,2025-12-18,4,5,4,4,4,5
FB024718,F004,C023,2025-12-18,3,5,4,3,3,3
FB024719,F064,C085,2025-12-18,2,1,2,3,4,2
FB024720,F014,C002,2025-12-18,3,4,3,4,3,3
FB024721,F041,C042,2025-12-18,5,5,5,2,5,4
FB024722,F059,C079,2025-12-18,4,4,4,5,4,4
FB024723,F053,C071,2025-12-18,3,3,5,3,5,4
FB024724,F026,C026,2025-12-18,4,5,4,5,4,4
FB024725,F067,C087,2025-12-18,4,4,4,4,3,4
FB024726,F028,C028,2025-12-18,3,4,3,4,5,4
FB024727,F062,C080,2025-12-18,4,5,3,5,3,4
FB024728,F010,C010,2025-12-18,4,3,4,4,4,4
FB024729,F053,C071,2025-12-18,5,4,4,3,2,4
FB024730,F051,C045,2025-12-18,3,4,4,5,3,3
FB024731,F071,C059,2025-12-18,4,5,4,5,5,4
FB024732,F052,C049,2025-12-18,5,5,5,5,4,5
FB024733,F065,C090,2025-12-18,3,4,3,4,3,3
FB024734,F043,C036,2025-12-18,5,2,3,4,4,3
FB024735,F041,C042,2025-12-18,4,4,3,4,3,4
FB024736,F050,C044,2025-12-18,5,3,4,5,4,4
FB024737,F067,C088,2025-12-18,3,5,5,4,4,5
FB024738,F008,C008,2025-12-18,4,4,3,4,2,3
FB024739,F071,C059,2025-12-18,4,5,4,4,4,3
FB024740,F074,C009,2025-12-19,5,4,4,5,4,4
FB024741,F051,C047,2025-12-19,4,5,5,3,4,4
FB024742,F053,C071,2025-12-19,5,4,5,4,4,3
FB024743,F067,C087,2025-12-19,4,3,2,4,2,5
FB024744,F026,C026,2025-12-19,2,4,3,3,4,4
FB024745,F067,C086,2025-12-19,4,3,5,5,5,4
FB024746,F001,C020,2025-12-19,3,4,4,3,3,4
FB024747,F057,C072,2025-12-19,5,5,5,5,4,2
FB024748,F056,C066,2025-12-19,4,4,5,4,4,5
FB024749,F073,C018,2025-12-19,4,4,3,3,2,4
FB024750,F001,C001,2025-12-19,2,5,5,4,4,5
FB024751,F051,C047,2025-12-19,5,3,4,3,4,5
FB024752,F027,C005,2025-12-19,4,4,3,4,5,5
FB024753,F056,C066,2025-12-19,5,4,5,4,4,5
FB024754,F030,C030,2025-12-19,5,5,5,4,4,4
FB024755,F010,C010,2025-12-19,4,3,5,5,5,5
FB024756,F006,C053,2025-12-19,5,4,5,5,5,5
FB024757,F001,C020,2025-12-19,4,5,3,4,4,4
FB024758,F028,C028,2025-12-19,4,4,4,3,5,2
FB024759,F065,C084,2025-12-19,2,3,4,3,2,4
FB024760,F065,C084,2025-12-19,5,4,5,3,4,4
FB024761,F017,C004,2025-12-19,3,5,2,3,4,4
FB024762,F001,C001,2025-12-19,5,4,4,5,5,4
FB024763,F044,C035,2025-12-19,3,5,4,4,5,3
FB024764,F017,C017,2025-12-19,4,4,4,4,5,2
FB024765,F001,C020,2025-12-19,3,5,5,4,3,5
FB024766,F006,C053,2025-12-19,4,4,3,3,3,3
FB024767,F026,C026,2025-12-19,2,5,3,3,4,3
FB024768,F010,C010,2025-12-19,3,4,4,5,5,3
FB024769,F064,C089,2025-12-19,4,4,5,4,4,5
FB024770,F044,C035,2025-12-19,4,5,4,5,5,5
FB024771,F030,C076,2025-12-19,5,5,5,4,4,5
FB024772,F022,C063,2025-12-19,3,3,2,2,4,1
FB024773,F064,C085,2025-12-19,4,3,2,4,3,4
FB024774,F067,C086,2025-12-19,5,5,4,5,5,3
FB024775,F001,C020,2025-12-19,5,4,4,2,4,4
FB024776,F018,C013,2025-12-19,5,5,4,4,4,4
FB024777,F001,C001,2025-12-19,3,3,4,5,5,3
FB024778,F030,C076,2025-12-19,3,4,4,4,4,4
FB024779,F023,C056,2025-12-19,4,5,3,4,5,3
FB024780,F070,C061,2025-12-19,4,5,3,4,4,4
FB024781,F060,C083,2025-12-19,4,4,4,3,4,5
FB024782,F041,C037,2025-12-19,4,4,4,4,4,3
FB024783,F031,C031,2025-12-19,5,4,4,4,5,4
FB024784,F053,C071,2025-12-19,2,4,3,3,4,3
FB024785,F013,C033,2025-12-19,4,4,5,2,4,3
FB024786,F065,C091,2025-12-19,4,5,4,2,3,5
FB024787,F046,C041,2025-12-19,5,3,4,5,4,5
FB024788,F074,C009,2025-12-19,4,5,4,5,4,3
FB024789,F065,C090,2025-12-19,4,4,4,5,5,4
FB024790,F028,C040,2025-12-20,4,5,4,5,4,5
FB024791,F064,C085,2025-12-20,4,5,5,5,5,4
FB024792,F019,C075,2025-12-20,4,5,4,5,5,5
FB024793,F018,C013,2025-12-20,4,4,3,4,3,4
FB024794,F012,C012,2025-12-20,3,4,4,4,4,3
FB024795,F014,C007,2025-12-20,2,1,2,1,2,1
FB024796,F030,C030,2025-12-20,1,2,1,2,1,1
FB024797,F062,C080,2025-12-20,5,5,4,4,4,5
FB024798,F058,C069,2025-12-20,4,3,3,4,4,3
FB024799,F065,C084,2025-12-20,4,5,5,4,4,4
FB024800,F060,C083,2025-12-20,1,2,2,1,2,2
FB024801,F010,C006,2025-12-20,4,4,4,4,5,5
FB024802,F051,C045,2025-12-20,4,5,4,5,5,4
FB024803,F064,C085,2025-12-20,4,4,3,3,3,4
FB024804,F001,C020,2025-12-20,4,4,5,4,5,4
FB024805,F019,C075,2025-12-20,4,5,5,5,4,5
FB024806,F062,C082,2025-12-21,4,4,5,4,5,5
FB024807,F040,C027,2025-12-21,4,5,5,5,5,4
FB024808,F028,C039,2025-12-21,5,5,5,5,5,4
FB024809,F071,C059,2025-12-21,4,5,5,4,5,4
FB024810,F063,C081,2025-12-21,5,4,4,5,5,5
FB024811,F001,C020,2025-12-21,1,1,2,2,2,1
FB024812,F041,C038,2025-12-21,5,5,4,5,4,4
FB024813,F013,C033,2025-12-21,5,4,4,4,4,5
FB024814,F059,C079,2025-12-21,4,5,4,5,4,5
FB024815,F074,C073,2025-12-21,4,5,5,4,4,4
FB024816,F014,C002,2025-12-21,4,3,4,3,4,3
FB024817,F052,C050,2025-12-21,5,5,5,5,4,4
FB024818,F065,C090,2025-12-21,2,2,2,2,1,1
FB024819,F041,C042,2025-12-21,5,5,4,5,4,5
FB024820,F041,C037,2025-12-22,4,3,3,4,3,3
FB024821,F056,C065,2025-12-22,4,4,5,4,4,5
FB024822,F063,C081,2025-12-22,4,4,4,5,4,5
FB024823,F071,C059,2025-12-22,3,4,3,4,4,3
FB024824,F047,C048,2025-12-22,5,5,4,5,4,5
FB024825,F023,C056,2025-12-22,1,2,2,2,1,1
FB024826,F057,C072,2025-12-22,4,5,4,5,5,5
FB024827,F025,C025,2025-12-22,3,3,3,4,3,3
FB024828,F012,C012,2025-12-22,4,5,5,4,4,5
FB024829,F070,C061,2025-12-22,4,4,5,5,4,5
FB024830,F031,C031,2025-12-22,1,1,2,2,2,2
FB024831,F039,C064,2025-12-22,3,3,4,3,3,3
FB024832,F022,C022,2025-12-22,4,5,5,5,5,4
